0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  11 0  0  0  11 11 0  0  0  11 11 0  0  0  11 11 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  6  8  0  0  0  6  8  0  0  0  6  8  0  0  0  0  0  0  0  0  0  0  0  22 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  8  0  0  0  0  0  0  0  0  0  0  0  0  11 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  2  2  2  8  0  0  0  0  6  8  0  0  6  8  0  0  6  8  0  0  6  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  22 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  22 0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  7  5  5  4  3  0  0  0  0  4  3  0  0  4  3  0  0  4  3  0  0  4  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10 10 10 0  0  0  6  2  2  2  2  2  2  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  2  2  2  2  8  0  0  0  0  0  0  0  11 0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  11 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  8  0  0  0  0  0  4  3  0  0  0  0  7  9  0  0  7  9  0  0  7  9  0  0  7  9  0  0  0  0  0  0  21 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10 0  0  0  0  0  10 0  0  0  0  7  5  5  5  5  5  5  9  0  11 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  21 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  22 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  4  3  0  0  0  0  0  7  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  2  2  2  2  2  2  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10 10 10 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10 0  11 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  2  2  2  2  2  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10 0  0  12  
2  2  2  2  2  8  0  0  0  0  0  0  0  0  0  0  0  0  0  6  2  2  2  2  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  2  2  2  1  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  4  1  1  1  1  1  1  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10 0  11 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  22 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10 10 10 10 10 10 10 
1  1  1  1  1  3  0  0  0  0  0  0  11 0  0  0  0  0  0  4  3  5  5  5  9  0  0  0  0  0  0  6  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  4  3  5  5  5  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10 4  1  1  1  1  1  1  3  0  0  0  0  0  0  0  0  10 10 10 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10 0  11 0  0  0  0  0  0  0  0  0  0  0  0  0  6  2  2  2  2  2  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
1  1  1  1  1  1  2  2  8  0  0  0  2  0  0  0  6  2  2  1  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  21 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  4  3  0  0  0  0  0  0  11 0  0  0  11 0  0  11 0  0  0  0  11 0  0  11 0  0  0  0  11 0  0  10 0  0  4  1  1  1  1  1  1  3  0  0  0  10 0  0  0  0  0  10 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10 0  11 0  0  0  0  0  21 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
1  1  1  1  1  1  1  1  3  0  0  0  0  0  0  0  7  5  5  5  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  2  2  2  2  2  2  8  0  0  0  0  6  8  0  0  0  0  6  8  0  0  0  0  6  8  0  0  2  0  0  4  3  0  0  0  0  0  6  8  0  0  6  8  0  0  6  8  0  0  6  8  0  0  6  8  0  0  6  8  0  0  0  0  0  4  1  1  1  1  1  1  3  0  0  10 10 10 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10 0  0  6  2  2  2  2  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   
